go_id	go_desc
0050044	 galactose-6-phosphate isomerase activity 
0008737	 L-fuculokinase activity 
0004631	 phosphomevalonate kinase activity 
0050240	 pyrogallol 1,2-oxygenase activity 
0018798	 gallate decarboxylase activity 
0047531	 2,5-diaminovalerate transaminase activity 
0047114	 kynurenate-7,8-dihydrodiol dehydrogenase activity 
0047069	 7,8-dihydroxykynurenate 8,8a-dioxygenase activity 
0008676	 3-deoxy-8-phosphooctulonate synthase activity 
0018458	 isopiperitenol dehydrogenase activity 
0047886	 farnesol dehydrogenase activity 
0047885	 farnesol 2-isomerase activity 
0004633	 phosphopantothenoylcysteine decarboxylase activity 
0050314	 sym-norspermidine synthase activity 
0047702	 beta-lysine 5,6-aminomutase activity 
0047095	 2-hydroxycyclohexanone 2-monooxygenase activity 
0047580	 4-hydroxyproline epimerase activity 
0047913	 gallate 1-beta-glucosyltransferase activity 
0008687	 3,4-dihydroxyphenylacetate 2,3-dioxygenase activity 
0018622	 4-chlorophenylacetate 3,4-dioxygenase activity 
0047472	 3-carboxy-cis,cis-muconate cycloisomerase activity 
0047768	 carboxy-cis,cis-muconate cyclase activity 
0004350	 glutamate-5-semialdehyde dehydrogenase activity 
0050225	 pseudouridine kinase activity 
0016754	 sinapoylglucose-malate O-sinapoyltransferase activity 
0050070	 lysolecithin acylmutase activity 
0050546	 4-hydroxyphenylpyruvate decarboxylase activity 
0047864	 dimethylaniline-N-oxide aldolase activity 
0004514	 nicotinate-nucleotide diphosphorylase carboxylating activity 
0047124	 L-erythro-3,5-diaminohexanoate dehydrogenase activity 
0019143	 3-deoxy-manno-octulosonate-8-phosphatase activity 
0050202	 octopamine dehydratase activity 
0050315	 synephrine dehydratase activity 
0050185	 phosphatidylinositol deacylase activity 
0004430	 1-phosphatidylinositol 4-kinase activity 
0016303	 1-phosphatidylinositol-3-kinase activity 
0047762	 caffeate 3,4-dioxygenase activity 
0050091	 melilotate 3-monooxygenase activity 
0047353	 N-methylphosphoethanolamine cytidylyltransferase activity 
0047992	 hydroxylysine kinase activity 
0050276	 scyllo-inosamine 4-kinase activity 
0008671	 2-dehydro-3-deoxygalactonokinase activity 
0030270	 formylmethanofuran-tetrahydromethanopterin N-formyltransferase activity 
0052658	 inositol-1,4,5-trisphosphate 5-phosphatase activity 
0047333	 dihydrostreptomycin-6-phosphate 3-alpha-kinase activity 
0016629	 12-oxophytodienoate reductase activity 
0046423	 allene-oxide cyclase activity 
0003948	 N4-beta-N-acetylglucosaminyl-L-asparaginase activity 
0052726	 inositol-1,3,4-trisphosphate 5-kinase activity 
0052659	 inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity 
0047860	 diiodophenylpyruvate reductase activity 
0008440	 inositol-1,4,5-trisphosphate 3-kinase activity 
0004435	 phosphatidylinositol phospholipase C activity 
0019874	 6-aminohexanoate-cyclic-dimer hydrolase activity 
0050353	 trimethyllysine dioxygenase activity 
0047082	 3,9-dihydroxypterocarpan 6a-monooxygenase activity 
0047647	 alkylacetylglycerophosphatase activity 
0047160	 alkylglycerophosphate 2-O-acetyltransferase activity 
0030758	 3,7-dimethylquercitin 4-O-methyltransferase activity 
0004424	 imidazoleglycerol-phosphate dehydratase activity 
0008703	 5-amino-6-5-phosphoribosylaminouracil reductase activity 
0008835	 diaminohydroxyphosphoribosylaminopyrimidine deaminase activity 
0003866	 3-phosphoshikimate 1-carboxyvinyltransferase activity 
0047431	 3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase activity 
0047118	 2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate reductase activity 
0018759	 methenyltetrahydromethanopterin cyclohydrolase activity 
0047289	 galactosyldiacylglycerol alpha-2,3-sialyltransferase activity 
0016308	 1-phosphatidylinositol-4-phosphate 5-kinase activity 
0047575	 4-carboxymuconolactone decarboxylase activity 
0008902	 hydroxymethylpyrimidine kinase activity 
0047388	 adenylyl-[glutamate-ammonia ligase] hydrolase activity 
0050184	 phosphatidylcholine desaturase activity 
0050183	 phosphatidylcholine 12-monooxygenase activity 
0015069	 scyllo-inosamine-4-phosphate amidinotransferase activity 
0050005	 isohexenylglutaconyl-CoA hydratase activity 
0047925	 geranoyl-CoA carboxylase activity 
0047521	 3alpha,7alpha,12beta-trihydroxy-5beta-cholanate dehydrogenase activity 
0047383	 guanidinodeoxy-scyllo-inositol-4-phosphatase activity 
0050280	 sequoyitol dehydrogenase activity 
0047832	 D-pinitol dehydrogenase activity 
0047311	 1D-1-guanidino-3-amino-1,3-dideoxy-scyllo-inositol transaminase activity 
0003848	 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity 
0004640	 phosphoribosylanthranilate isomerase activity 
0047097	 phylloquinone monooxygenase 2,3-epoxidizing activity 
0033887	 chondro-4-sulfatase activity 
0033888	 chondro-6-sulfatase activity 
0047033	 15-hydroxyprostaglandin-I dehydrogenase NADP+ activity 
0047651	 alkylhalidase activity 
0035870	 dITP diphosphatase activity 
0004601	 peroxidase activity 
0018619	 benzene 1,2-dioxygenase activity 
0047208	 o-dihydroxycoumarin 7-O-glucosyltransferase activity 
0050274	 salicyl-alcohol beta-D-glucosyltransferase activity 
0018624	 toluene dioxygenase activity 
0050357	 tropinesterase activity 
0050395	 vitexin beta-glucosyltransferase activity 
0047596	 6-methylsalicylate decarboxylase activity 
0047655	 allyl-alcohol dehydrogenase activity 
0047644	 alizarin 2-beta-glucosyltransferase activity 
0047143	 chlorate reductase activity 
0047674	 apiose 1-reductase activity 
0050128	 N-feruloylglycine deacylase activity 
0050037	 L-xylose 1-dehydrogenase activity 
0030744	 luteolin O-methyltransferase activity 
0050064	 luteolin 7-O-glucuronosyltransferase activity 
0050275	 scopoletin glucosyltransferase activity 
0004756	 selenide, water dikinase activity 
0004498	 calcidiol 1-monooxygenase activity 
0047741	 cetraxate benzylesterase activity 
0017178	 diphthine-ammonia ligase activity 
0047877	 ephedrine dehydrogenase activity 
0047648	 alkylamidase activity 
0047716	 imidazole N-acetyltransferase activity 
0050015	 kievitone hydratase activity 
0030751	 licodione 2-O-methyltransferase activity 
0050058	 linoleate isomerase activity 
0018620	 phthalate 4,5-dioxygenase activity 
0050197	 phytanate-CoA ligase activity 
0050293	 steroid-lactonase activity 
0050392	 vicianin beta-glucosidase activity 
0004816	 asparagine-tRNA ligase activity 
0004822	 isoleucine-tRNA ligase activity 
0004823	 leucine-tRNA ligase activity 
0004832	 valine-tRNA ligase activity 
0047599	 8-oxocoformycin reductase activity 
0050336	 thioethanolamine S-acetyltransferase activity 
0047818	 D-fuconate dehydratase activity 
0004167	 dopachrome isomerase activity 
0047587	 5-alpha-hydroxysteroid dehydratase activity 
0050010	 isovitexin beta-glucosyltransferase activity 
0047122	 quinaldate 4-oxidoreductase activity 
0050023	 L-fuconate dehydratase activity 
0047856	 dihydrocoumarin hydrolase activity 
0047510	 S-2-methylmalate dehydratase activity 
0050096	 methylaspartate ammonia-lyase activity 
0050349	 triacetate-lactonase activity 
0050247	 raucaffricine beta-glucosidase activity 
0047151	 methylenetetrahydrofolate-tRNA-uracil-5--methyltransferase (FADH2-oxidizing) activity 
0047512	 S,S-butanediol dehydrogenase activity 
0047788	 2-coumarate reductase activity 
0047212	 2-coumarate O-beta-glucosyltransferase activity 
0047638	 albendazole monooxygenase activity 
0047743	 chlordecone reductase activity 
0030778	 columbamine O-methyltransferase activity 
0047906	 fucosterol-epoxide lyase activity 
0047870	 discadenine synthase activity 
0047169	 galactarate O-hydroxycinnamoyltransferase activity 
0030756	 isoorientin 3-O-methyltransferase activity 
0047129	 opine dehydrogenase activity 
0050036	 L-threonate 3-dehydrogenase activity 
0050457	 decylcitrate synthase activity 
0050264	 rifamycin-B oxidase activity 
0047594	 6-beta-hydroxyhyoscyamine epoxidase activity 
0016844	 strictosidine synthase activity 
0050296	 stipitatonate decarboxylase activity 
0047452	 protoaphin-aglucone dehydratase cyclizing activity 
0047502	 +-sabinol dehydrogenase activity 
0030737	 iodophenol O-methyltransferase activity 
0050410	 3-oxolaurate decarboxylase activity 
0019147	 R-aminopropanol dehydrogenase activity 
0050445	 asparagusate reductase activity 
0047976	 hamamelose kinase activity 
0052819	 heteroglycan 2-alpha-mannosyltransferase activity 
0052818	 heteroglycan 3-alpha-mannosyltransferase activity 
0008904	 hygromycin-B 7'-O-phosphotransferase activity 
0050033	 L-rhamnono-1,4-lactonase activity 
0050032	 L-rhamnonate dehydratase activity 
0047793	 cycloeucalenol cycloisomerase activity 
0008458	 carnitine O-octanoyltransferase activity 
0050073	 macrolide 2-kinase activity 
0047699	 beta-diketone hydrolase activity 
0050008	 isopiperitenone delta-isomerase activity 
0050324	 taurocyamine kinase activity 
0050399	 xanthommatin reductase activity 
0050481	 mandelate 4-monooxygenase activity 
0050206	 oximinotransferase activity 
0047691	 aspulvinone dimethylallyltransferase activity 
0047845	 deoxylimonate A-ring-lactonase activity 
0047532	 2,5-dioxopiperazine hydrolase activity 
0047998	 hyoscyamine 6S-dioxygenase activity 
0009496	 plastoquinol--plastocyanin reductase activity 
0050422	 strictosidine beta-glucosidase activity 
0050468	 reticuline oxidase activity 
0047053	 S-cheilanthifoline synthase activity 
0030777	 S-scoulerine 9-O-methyltransferase activity 
0046404	 ATP-dependent polydeoxyribonucleotide 5-hydroxyl-kinase activity 
0047432	 2,2-dialkylglycine decarboxylase pyruvate activity 
0050458	 decylhomocitrate synthase activity 
0047920	 geissoschizine dehydrogenase activity 
0004842	 ubiquitin-protein ligase activity 
0016851	 magnesium chelatase activity 
0047518	 1-methyladenosine nucleosidase activity 
0050153	 omega-hydroxydecanoate dehydrogenase activity 
0050540	 2-aminomuconate deaminase activity 
0047433	 branched-chain-2-oxoacid decarboxylase activity 
0047508	 R-2-methylmalate dehydratase activity 
0052903	 N1-acetylspermineoxygen oxidoreductase 3-acetamidopropanal-forming activity 
0047703	 beta-nitroacrylate reductase activity 
0047967	 glycyrrhizinate beta-glucuronidase activity 
0047548	 2-methyleneglutarate mutase activity 
0052747	 sinapyl alcohol dehydrogenase activity 
0047653	 allantoin racemase activity 
0047567	 3-methyleneoxindole reductase activity 
0018861	 4-chlorobenzoate-CoA ligase activity 
0030773	 6-hydroxymellein O-methyltransferase activity 
0047715	 hypotaurocyamine kinase activity 
0050034	 L-rhamnose 1-dehydrogenase activity 
0047650	 alkylglycerone kinase activity 
0018457	 perillyl-alcohol dehydrogenase activity 
0043115	 precorrin-2 dehydrogenase activity 
0030788	 precorrin-2 C20-methyltransferase activity 
0033852	 thyroid-hormone transaminase activity 
0047535	 2-alkyn-1-ol dehydrogenase activity 
0047544	 2-hydroxybiphenyl 3-monooxygenase activity 
0047161	 tartronate O-hydroxycinnamoyltransferase activity 
0047630	 ADP-phosphoglycerate phosphatase activity 
0050199	 piperidine N-piperoyltransferase activity 
0047758	 ATP2-methylpropanoate phosphotransferase activity 
0050272	 S-carboxymethylcysteine synthase activity 
0050335	 thiocyanate isomerase activity 
0030768	 16-methoxy-2,3-dihydro-3-hydroxytabersonine N-methyltransferase activity 
0080109	 indole-3-acetonitrile nitrile hydratase activity 
0008756	 o-succinylbenzoate-CoA ligase activity 
0052739	 phosphatidylserine 1-acylhydrolase activity 
0004636	 phosphoribosyl-ATP diphosphatase activity 
0004635	 phosphoribosyl-AMP cyclohydrolase activity 
0009824	 AMP dimethylallyltransferase activity 
0018851	 alpha-pinene-oxide decyclase activity 
0047378	 acetylalkylglycerol acetylhydrolase activity 
0047163	 3,4-dichloroaniline N-malonyltransferase activity 
0033980	 phosphonopyruvate decarboxylase activity 
0047574	 4-acetamidobutyryl-CoA deacetylase activity 
0047591	 5-hydroxypentanoate CoA-transferase activity 
0047062	 trans-acenaphthene-1,2-diol dehydrogenase activity 
0047670	 anhydrotetracycline monooxygenase activity 
0047717	 imidazoleacetate 4-monooxygenase activity 
0047483	 imidazoleacetate-phosphoribosyldiphosphate ligase activity 
0047807	 cytokinin 7-beta-glucosyltransferase activity 
0030762	 tetrahydrocolumbamine 2-O-methyltransferase activity 
0050448	 beta-cyclopiazonate dehydrogenase activity 
0050461	 L-mimosine synthase activity 
0047720	 indoleacetaldoxime dehydratase activity 
0047032	 3-alpha-hydroxyglycyrrhetinate dehydrogenase activity 
0047108	 R-3-hydroxyacid-ester dehydrogenase activity 
0047109	 S-3-hydroxyacid-ester dehydrogenase activity 
0008883	 glutamyl-tRNA reductase activity 
0047415	 D-benzoylarginine-4-nitroanilide amidase activity 
0050181	 phorbol-diester hydrolase activity 
0047649	 alkylglycerol kinase activity 
0018663	 2,6-dihydroxypyridine 3-monooxygenase activity 
0047990	 hydroxyglutamate decarboxylase activity 
0047048	 3-hydroxybenzyl-alcohol dehydrogenase activity 
0004485	 methylcrotonoyl-CoA carboxylase activity 
0047043	 3-alpha-hydroxycholanate dehydrogenase activity 
0047374	 methylumbelliferyl-acetate deacetylase activity 
0046522	 S-methyl-5-thioribose kinase activity 
0004637	 phosphoribosylamine-glycine ligase activity 
0045439	 isopenicillin-N epimerase activity 
0008939	 nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity 
0008935	 1,4-dihydroxy-2-naphthoyl-CoA synthase activity 
0018507	 cis-3,4-dihydrophenanthrene-3,4-diol dehydrogenase activity 
0047304	 2-aminoethylphosphonate-pyruvate transaminase activity 
0047149	 thetin-homocysteine S-methyltransferase activity 
0050329	 tetrahydroxypteridine cycloisomerase activity 
0047294	 phosphoglycerol geranylgeranyltransferase activity 
0004110	 corticosteroid side-chain-isomerase activity 
0047538	 2-carboxy-D-arabinitol-1-phosphatase activity 
0030763	 isobutyraldoxime O-methyltransferase activity 
0047298	 S-3-amino-2-methylpropionate transaminase activity 
0009015	 N-succinylarginine dihydrolase activity 
0047709	 bis2-ethylhexylphthalate esterase activity 
0047203	 13-hydroxylupinine O-tigloyltransferase activity 
0004641	 phosphoribosylformylglycinamidine cyclo-ligase activity 
0004638	 phosphoribosylaminoimidazole carboxylase activity 
0033711	 4-phosphoerythronate dehydrogenase activity 
0047189	 2,3-diaminopropionate N-oxalyltransferase activity 
0017067	 tyrosine-ester sulfotransferase activity 
0043825	 succinylornithine transaminase activity 
0047282	 dTDP-dihydrostreptose-streptidine-6-phosphate dihydrostreptosyltransferase activity 
0047199	 phosphatidylcholine-dolichol O-acyltransferase activity 
0047320	 D-4-hydroxyphenylglycine transaminase activity 
0047336	 5-methyldeoxycytidine-5-phosphate kinase activity 
0050216	 propanediol-phosphate dehydrogenase activity 
0046406	 magnesium protoporphyrin IX methyltransferase activity 
0050052	 leukotriene-E4 20-monooxygenase activity 
0047732	 CDP-abequose epimerase activity 
0047554	 2-pyrone-4,6-dicarboxylate lactonase activity 
0050606	 4-carboxy-2-hydroxymuconate semialdehyde hemiacetal dehydrogenase activity 
0003874	 6-pyruvoyltetrahydropterin synthase activity 
0047136	 4-dimethylaminophenylazoxybenzene reductase activity 
0047030	 4-hydroxycyclohexanecarboxylate dehydrogenase activity 
0047382	 methylphosphothioglycerate phosphatase activity 
0001760	 aminocarboxymuconate-semialdehyde decarboxylase activity 
0050012	 juglone 3-monooxygenase activity 
0047194	 indoleacetylglucose-inositol O-acyltransferase activity 
0047227	 indolylacetyl-myo-inositol galactosyltransferase activity 
0050409	 indolylacetylinositol arabinosyltransferase activity 
0047802	 cysteine-conjugate transaminase activity 
0047024	 5alpha-androstane-3beta,17beta-diol dehydrogenase activity 
0030269	 tetrahydromethanopterin S-methyltransferase activity 
0018761	 bromoxynil nitrilase activity 
0050101	 mimosinase activity 
0050565	 aerobactin synthase activity 
0047249	 sarsapogenin 3-beta-glucosyltransferase activity 
0047200	 tetrahydrodipicolinate N-acetyltransferase activity 
0008666	 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity 
0050056	 linalool 8-monooxygenase activity 
0047566	 3-ketovalidoxylamine C-N-lyase activity 
0047027	 benzyl-2-methyl-hydroxybutyrate dehydrogenase activity 
0004409	 homoaconitate hydratase activity 
0050346	 trans-L-3-hydroxyproline dehydratase activity 
0008697	 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity 
0047031	 diethyl 2-methyl-3-oxosuccinate reductase activity 
0050154	 opheline kinase activity 
0050292	 steroid 9-alpha-monooxygenase activity 
0047414	 2-hydroxymethyl-3-(acetamidomethylene)succinate hydrolase activity 
0030761	 8-hydroxyquercitin 8-O-methyltransferase activity 
0047056	 S-canadine synthase activity 
0004439	 phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity 
0003871	 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity 
0050396	 vomifoliol 4-dehydrogenase activity 
0046523	 S-methyl-5-thioribose-1-phosphate isomerase activity 
0030771	 N-benzoyl-4-hydroxyanthranilate 4-O-methyltransferase activity 
0047547	 2-methylcitrate dehydratase activity 
0047456	 2-methylisocitrate dehydratase activity 
0047450	 crotonoyl-[acyl-carrier-protein] hydratase activity 
0047240	 lactosylceramide beta-1,3-galactosyltransferase activity 
0030745	 dimethylhistidine N-methyltransferase activity 
0019180	 dTDP-4-amino-4,6-dideoxygalactose transaminase activity 
0004417	 hydroxyethylthiazole kinase activity 
0008771	 [citrate pro-3S-lyase] ligase activity 
0047261	 steroid N-acetylglucosaminyltransferase activity 
0047068	 N5,N10-methenyltetrahydromethanopterin hydrogenase activity 
0030268	 methylenetetrahydromethanopterin dehydrogenase activity 
0016690	 diarylpropane peroxidase activity 
0004317	 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity 
0004642	 phosphoribosylformylglycinamidine synthase activity 
0018537	 coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase activity 
0046481	 digalactosyldiacylglycerol synthase activity 
0009016	 succinyldiaminopimelate transaminase activity 
0047368	 UDP-N-acetylgalactosamine-4-sulfate sulfotransferase activity 
0047584	 4-oxalmesaconate hydratase activity 
0047373	 acetoxybutynylbithiophene deacetylase activity 
0004671	 protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity 
0047176	 beta-glucogallin-tetrakisgalloylglucose O-galloyltransferase activity 
0030759	 methylquercetagetin 6-O-methyltransferase activity 
0047469	 4-carboxymethyl-4-methylbutenolide mutase activity 
0047295	 geranylgeranylglycerol-phosphate geranylgeranyltransferase activity 
0018833	 DDT-dehydrochlorinase activity 
0047377	 5-3,4-diacetoxybut-1-ynyl-2,2-bithiophene deacetylase activity 
0050110	 mucinaminylserine mucinaminidase activity 
0047302	 UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose transaminase activity 
0047451	 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity 
0047907	 furylfuramide isomerase activity 
0050524	 coenzyme-B sulfoethylthiotransferase activity 
0046934	 phosphatidylinositol-4,5-bisphosphate 3-kinase activity 
0047021	 15-hydroxyprostaglandin dehydrogenase NADP+ activity 
0036132	 13-prostaglandin reductase activity 
0047522	 15-oxoprostaglandin 13-oxidase activity 
0070626	 S-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) 
0050219	 prostaglandin-A1 delta-isomerase activity 
0047592	 5-pyridoxate dioxygenase activity 
0047466	 2-chloro-4-carboxymethylenebut-2-en-1,4-olide isomerase activity 
0047248	 nuatigenin 3-beta-glucosyltransferase activity 
0004639	 phosphoribosylaminoimidazolesuccinocarboxamide synthase activity 
0043755	 alpha-ribazole phosphatase activity 
0047071	 3,4-dihydroxy-9,10-secoandrosta-1,3,510-triene-9,17-dione 4,5-dioxygenase activity 
0047744	 chloridazon-catechol dioxygenase activity 
0008915	 lipid-A-disaccharide synthase activity 
0047855	 dihydrobunolol dehydrogenase activity 
0047290	 alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide 6-alpha-sialyltransferase
0003949	 1-5-phosphoribosyl-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase act
0009029	 tetraacyldisaccharide 4-kinase activity 
0047052	 S-stylopine synthase activity 
0047128	 1,2-dehydroreticulinium reductase NADPH activity 
0047055	 salutaridine synthase activity 
0047037	 salutaridine reductase NADPH activity 
0047087	 protopine 6-monooxygenase activity 
0047088	 dihydrosanguinarine 10-monooxygenase activity 
0030780	 12-hydroxydihydrochelirubine 12-O-methyltransferase activity 
0030779	 10-hydroxydihydrosanguinarine 10-O-methyltransferase activity 
0047089	 dihydrochelirubine 12-monooxygenase activity 
0047180	 salutaridinol 7-O-acetyltransferase activity 
0047454	 phaseollidin hydratase activity 
0008124	 4-alpha-hydroxytetrahydrobiopterin dehydratase activity 
0047463	 2-aminohexano-6-lactam racemase activity 
0033778	 7alpha-hydroxycholest-4-en-3-one 12alpha-hydroxylase activity 
0050564	 N-5-amino-5-carboxypentanoyl-L-cysteinyl-D-valine synthase activity 
0016216	 isopenicillin-N synthase activity 
0052711	 ergothioneine biosynthesis from N-alpha,N-alpha,N-alpha-trimethyl-L-histidine 
0047198	 cysteine-S-conjugate N-acetyltransferase activity 
0043824	 succinylglutamate-semialdehyde dehydrogenase activity 
0036133	 11-hydroxythromboxane B2 dehydrogenase activity 
0009899	 ent-kaurene synthase activity 
0047036	 codeinone reductase NADPH activity 
0018845	 2-hydroxychromene-2-carboxylate isomerase activity 
0018628	 terephthalate 1,2-dioxygenase activity 
0047121	 isoquinoline 1-oxidoreductase activity 
0047093	 4-hydroxyquinoline 3-monooxygenase activity 
0018627	 2-aminobenzenesulfonate 2,3-dioxygenase activity 
0033766	 2-hydroxyquinoline 8-monooxygenase activity 
0047436	 arylmalonate decarboxylase activity 
0008712	 ADP-glyceromanno-heptose 6-epimerase activity 
0047123	 quinoline-4-carboxylate 2-oxidoreductase activity 
0050111	 mycocerosate synthase activity 
0052935	 ethanolcytochrome c oxidoreductase activity 
0035299	 inositol pentakisphosphate 2-kinase activity 
0043818	 precorrin-3B synthase activity 
0043784	 cobIIyrinic acid a,c-diamide reductase activity 
0043819	 precorrin-6A synthase deacetylating activity 
0008820	 cobinamide phosphate guanylyltransferase activity 
0043802	 hydrogenobyrinic acid a,c-diamide synthase glutamine-hydrolysing activity 
0051921	 adenosylcobyric acid synthase glutamine-hydrolyzing activity 
0043756	 adenosylcobinamide hydrolase activity 
0051116	 cobaltochelatase activity 
0045442	 deacetoxycephalosporin-C hydroxylase activity 
0018481	 4-hydroxymuconic-semialdehyde dehydrogenase activity 
0018511	 2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase activity 
0018541	 p-benzoquinone reductase NADPH activity 
0018462	 4-hydroxymethylbenzenesulfonate dehydrogenase activity 
0018482	 4-formylbenzenesulfonate dehydrogenase activity 
0018489	 vanillate monooxygenase activity 
0018517	 phthalate 4,5-cis-dihydrodiol dehydrogenase activity 
0018516	 2,4-dichlorobenzoyl-CoA reductase activity 
0018463	 6-hydroxyhexanoate dehydrogenase activity 
0052936	 2-chloroethanolcytochrome c oxidoreductase activity 
0050599	 deacetoxycephalosporin-C synthase activity 
0018464	 3-hydroxypimeloyl-CoA dehydrogenase activity 
0018510	 phloroglucinol reductase activity 
0018513	 dibenzothiophene dihydrodiol dehydrogenase activity 
0018515	 pimeloyl-CoA dehydrogenase activity 
0018518	 5,6-dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline dehydrogenase activity 
0018519	 cis-dihydroethylcatechol dehydrogenase activity 
0018521	 1,2-dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate dehydrogenase activity 
0047010	 hydroxycyclohexanecarboxylate dehydrogenase activity 
0018525	 4-hydroxybenzoyl-CoA reductase activity 
0050621	 tryptophan alpha,beta-oxidase activity 
0000908	 taurine dioxygenase activity 
0030757	 3-methylquercitin 7-O-methyltransferase activity 
0050644	 cis-p-coumarate glucosyltransferase activity 
0033828	 glucosylglycerol-phosphate synthase activity 
0050632	 propionyl-CoA C2-trimethyltridecanoyltransferase activity 
0019134	 glucosamine-1-phosphate N-acetyltransferase activity 
0052599	 methylputrescine oxidase activity 
0043721	 4-hydroxybutanoyl-CoA dehydratase activity 
0033972	 proclavaminate amidinohydrolase activity 
0047441	 5-dehydro-2-deoxyphosphogluconate aldolase activity 
0018818	 acetylene hydratase activity 
0050625	 2-hydroxy-1,4-benzoquinone reductase activity 
0018856	 benzoyl acetate-CoA ligase activity 
0033848	 N2-2-carboxyethylarginine synthase activity 
0034027	 carboxyethylarginine beta-lactam-synthase activity 
0008696	 4-amino-4-deoxychorismate lyase activity 
0018788	 atrazine chlorohydrolase activity 
0018681	 deisopropylatrazine monooxygenase activity 
0033877	 succinyl-CoAR-benzylsuccinate CoA-transferase activity 
0018823	 cyclohexa-1,5-dienecarbonyl-CoA hydratase activity 
0018805	 benzylsuccinate synthase activity 
0008927	 mannonate dehydratase activity 
0008867	 galactarate dehydratase activity 
0000010	 trans-hexaprenyltranstransferase activity 
0048045	 trans-pentaprenyltranstransferase activity 
0034899	 trimethylamine monooxygenase activity 
0009038	 undecaprenol kinase activity 
0050380	 undecaprenyl-diphosphatase activity 
0050518	 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity 
0050515	 4-cytidine 5-diphospho-2-C-methyl-D-erythritol kinase activity 
0008661	 1-deoxy-D-xylulose-5-phosphate synthase activity 
0008685	 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity 
0000246	 delta2424-1 sterol reductase activity 
0050487	 sulfoacetaldehyde acetyltransferase activity 
0031299	 taurine-pyruvate aminotransferase activity 
0050491	 sulcatone reductase activity 
0050571	 1,5-anhydro-D-fructose reductase activity 
0052676	 3-methylbutanolNAD oxidoreductase activity 
0052675	 3-methylbutanolNADP oxidoreductase activity 
0050573	 dTDP-4-dehydro-6-deoxyglucose reductase activity 
0030604	 1-deoxy-D-xylulose-5-phosphate reductoisomerase activity 
0050574	 2-R-hydroxypropyl-CoM dehydrogenase activity 
0050575	 2-S-hydroxypropyl-CoM dehydrogenase activity 
0050608	 vanillin dehydrogenase activity 
0050472	 zeatin reductase activity 
0052874	 FMN reductase NADH activity 
0052873	 FMN reductase NADPH activity 
0042602	 riboflavin reductase NADPH activity 
0050628	 2-oxopropyl-CoM reductase carboxylating activity 
0033741	 adenylyl-sulfate reductase glutathione activity 
0050584	 linoleate 11-lipoxygenase activity 
0050586	 3-hydroxy-2-methylquinolin-4-one 2,4-dioxygenase activity 
0050587	 chlorite O2-lyase activity 
0048244	 phytanoyl-CoA dioxygenase activity 
0050591	 quinine 3-monooxygenase activity 
0050592	 4-hydroxyphenylacetaldehyde oxime monooxygenase activity 
0050593	 N-methylcoclaurine 3-monooxygenase activity 
0018710	 acetone carboxylase activity 
0016720	 delta12-fatty acid dehydrogenase activity 
0050603	 thiophene-2-carbonyl-CoA monooxygenase activity 
0018693	 ethylbenzene hydroxylase activity 
0050609	 phosphonate dehydrogenase activity 
0050610	 methylarsonate reductase activity 
0050557	 deacetylipecoside synthase activity 
0050556	 deacetylisoipecoside synthase activity 
0050612	 arsenate reductase donor activity 
0030793	 3-demethylstaurosporine O-methyltransferase activity 
0030848	 threo-3-hydroxyaspartate ammonia-lyase activity 
0030796	 cycloartenol 24-C-methyltransferase activity 
0030798	 trans-aconitate 2-methyltransferase activity 
0046547	 trans-aconitate 3-methyltransferase activity 
0050504	 mannosyl-3-phosphoglycerate synthase activity 
0050505	 hydroquinone glucosyltransferase activity 
0050549	 cyclohexyl-isocyanide hydratase activity 
0050547	 vanillin synthase activity 
0050545	 sulfopyruvate decarboxylase activity 
0046507	 UDPsulfoquinovose synthase activity 
0030797	 24-methylenesterol C-methyltransferase activity 
0008486	 diphosphoinositol-polyphosphate diphosphatase activity 
0052842	 inositol diphosphate pentakisphosphate diphosphatase activity 
0018760	 thiocyanate hydrolase activity 
0050539	 maleimide hydrolase activity 
